ID,family,genus,species,stateProvince,decimalLatitude,decimalLongitude
147,Felidae,Puma,Puma concolor,Baja California Sur,24.334784,-110.286537
22,Felidae,Puma,Puma concolor,Sinaloa,24.361225,-106.758349
759,Felidae,Puma,Puma concolor,Nuevo Leon,24.365354,-99.698567
23,Felidae,Puma,Puma concolor,Sinaloa,24.404031,-106.608903
319,Felidae,Puma,Puma concolor,Tamaulipas,24.417388,-98.415023
300,Felidae,Puma,Puma concolor,Tamaulipas,24.486075,-98.282179
318,Felidae,Puma,Puma concolor,Tamaulipas,24.496051,-98.490667
71,Felidae,Puma,Puma concolor,Tamaulipas,24.54409,-98.90456
511,Felidae,Puma,Puma concolor,Zacatecas,24.608208,-101.55336
38,Felidae,Puma,Puma concolor,Zacatecas,24.683876,-101.562732
40,Felidae,Puma,Puma concolor,Zacatecas,24.683876,-101.562732
27,Felidae,Puma,Puma concolor,Zacatecas,24.684051,-101.571653
29,Felidae,Puma,Puma concolor,Zacatecas,24.684051,-101.571653
30,Felidae,Puma,Puma concolor,Zacatecas,24.684051,-101.571653
32,Felidae,Puma,Puma concolor,Zacatecas,24.684051,-101.571653
34,Felidae,Puma,Puma concolor,Zacatecas,24.684051,-101.571653
62,Felidae,Puma,Puma concolor,Zacatecas,24.684151,-101.560868
60,Felidae,Puma,Puma concolor,Zacatecas,24.684482,-101.568218
139,Felidae,Puma,Puma concolor,Durango,24.951537,-105.978631
334,Felidae,Puma,Puma concolor,Durango,25.25024,-105.846933
5,Felidae,Puma,Puma concolor,Coahuila,25.255354,-100.825258
746,Felidae,Puma,Puma concolor,Coahuila,25.277414,-100.931257
745,Felidae,Puma,Puma concolor,Coahuila,25.323265,-100.920088
44,Felidae,Puma,Puma concolor,Nuevo Leon,25.326714,-100.064247
320,Felidae,Puma,Puma concolor,Coahuila,25.342533,-100.92099
371,Felidae,Puma,Puma concolor,Coahuila,25.347047,-100.926675
281,Felidae,Puma,Puma concolor,Coahuila,25.383907,-100.914992
47,Felidae,Puma,Puma concolor,Nuevo Leon,25.429682,-100.185455
11,Felidae,Puma,Puma concolor,Nuevo Leon,25.483838,-100.387521
391,Felidae,Puma,Puma concolor,Nuevo Leon,25.487711,-100.274655
58,Felidae,Puma,Puma concolor,Durango,25.535986,-103.682306
748,Felidae,Puma,Puma concolor,Nuevo Leon,25.54286,-100.271576
138,Felidae,Puma,Puma concolor,Nuevo Leon,25.543933,-100.527839
332,Felidae,Puma,Puma concolor,Nuevo Leon,25.60431,-100.20746
321,Felidae,Puma,Puma concolor,Nuevo Leon,25.692488,-100.571917
390,Felidae,Puma,Puma concolor,Nuevo Leon,25.693705,-99.631103
465,Felidae,Puma,Puma concolor,Nuevo Leon,25.799104,-98.729429
46,Felidae,Puma,Puma concolor,Coahuila,25.89687,-102.458705
289,Felidae,Puma,Puma concolor,Nuevo Leon,26.281472,-100.911297
283,Felidae,Puma,Puma concolor,Nuevo Leon,26.315539,-100.056282
282,Felidae,Puma,Puma concolor,Nuevo Leon,26.316426,-100.056986
284,Felidae,Puma,Puma concolor,Nuevo Leon,26.31792,-100.054733
287,Felidae,Puma,Puma concolor,Nuevo Leon,26.31827,-100.059583
285,Felidae,Puma,Puma concolor,Nuevo Leon,26.318557,-100.056403
286,Felidae,Puma,Puma concolor,Nuevo Leon,26.320265,-100.057929
28,Felidae,Puma,Puma concolor,Baja California Sur,26.32458,-112.03853
35,Felidae,Puma,Puma concolor,Baja California Sur,26.32566,-112.03827
31,Felidae,Puma,Puma concolor,Baja California Sur,26.32621,-112.03805
72,Felidae,Puma,Puma concolor,Baja California Sur,26.341356,-111.464899
33,Felidae,Puma,Puma concolor,Baja California Sur,26.396527,-112.054382
264,Felidae,Puma,Puma concolor,Durango,26.644899,-103.625297
265,Felidae,Puma,Puma concolor,Durango,26.650898,-103.767197
53,Felidae,Puma,Puma concolor,Coahuila,26.88889,-102.196305
452,Felidae,Puma,Puma concolor,Baja california sur,26.899722,-112.508056
453,Felidae,Puma,Puma concolor,Baja california sur,26.899722,-112.508056
512,Felidae,Puma,Puma concolor,Sonora,27.004201,-108.798294
466,Felidae,Puma,Puma concolor,Sonora,27.01509,-108.80722
333,Felidae,Puma,Puma concolor,Sonora,27.04814,-108.728488
70,Felidae,Puma,Puma concolor,Coahuila,27.450255,-101.208204
322,Felidae,Puma,Puma concolor,Coahuila,27.898673,-100.721631
151,Felidae,Puma,Puma concolor,Coahuila,28.300797,-101.00655
345,Felidae,Puma,Puma concolor,,28.355968,-112.36704
73,Felidae,Puma,Puma concolor,Chihuahua,28.446879,-107.788189
54,Felidae,Puma,Puma concolor,Sonora,28.598161,-108.754932
113,Felidae,Puma,Puma concolor,Sonora,28.85747,-110.95829
335,Felidae,Puma,Puma concolor,Chihuahua,28.857599,-106.585688
351,Felidae,Puma,Puma concolor,Coahuila,28.963259,-102.57904
306,Felidae,Puma,Puma concolor,Chihuahua,29.03778,-103.939374
112,Felidae,Puma,Puma concolor,Chihuahua,29.056349,-108.451209
367,Felidae,Puma,Puma concolor,Coahuila,29.057403,-103.037452
366,Felidae,Puma,Puma concolor,Coahuila,29.058003,-103.038482
103,Felidae,Puma,Puma concolor,Chihuahua,29.125567,-108.68919
298,Felidae,Puma,Puma concolor,Sonora,29.153945,-110.944
292,Felidae,Puma,Puma concolor,Sonora,29.154179,-110.945656
42,Felidae,Puma,Puma concolor,Coahuila,29.166528,-102.7785
381,Felidae,Puma,Puma concolor,Coahuila,29.178255,-102.696458
110,Felidae,Puma,Puma concolor,Chihuahua,29.190869,-108.474859
313,Felidae,Puma,Puma concolor,Chihuahua,29.259797,-104.115557
315,Felidae,Puma,Puma concolor,Sonora,29.283816,-111.969216
51,Felidae,Puma,Puma concolor,Sonora,29.318496,-110.543156
52,Felidae,Puma,Puma concolor,Sonora,29.318496,-110.543156
375,Felidae,Puma,Puma concolor,Chihuahua,29.336216,-104.21813
4,Felidae,Puma,Puma concolor,Sonora,29.363078,-109.114699
316,Felidae,Puma,Puma concolor,Sonora,29.377001,-111.992959
317,Felidae,Puma,Puma concolor,Sonora,29.379058,-111.953087
26,Felidae,Puma,Puma concolor,Baja California,29.423138,-113.96475
689,Felidae,Puma,Puma concolor,Sonora,29.472158,-108.978641
394,Felidae,Puma,Puma concolor,Sonora,29.51824,-110.155292
69,Felidae,Puma,Puma concolor,Baja California,30.200083,-115.745689
372,Felidae,Puma,Puma concolor,Baja California,30.208694,-115.709979
343,Felidae,Puma,Puma concolor,Sonora,30.398983,-110.332742
461,Felidae,Puma,Puma concolor,Chihuahua,30.534722,-108.6025
68,Felidae,Puma,Puma concolor,Chihuahua,30.548256,-108.613107
460,Felidae,Puma,Puma concolor,Chihuahua,30.549444,-108.620833
459,Felidae,Puma,Puma concolor,Chihuahua,30.551667,-108.625
457,Felidae,Puma,Puma concolor,Chihuahua,30.553056,-108.616944
386,Felidae,Puma,Puma concolor,Sonora,30.789463,-110.844861
39,Felidae,Puma,Puma concolor,Chihuahua,31.015875,-106.225278
484,Felidae,Puma,Puma concolor,Chihuahua,31.070805,-108.356593
481,Felidae,Puma,Puma concolor,Chihuahua,31.070845,-108.356609
497,Felidae,Puma,Puma concolor,Chihuahua,31.078289,-108.372853
93,Felidae,Puma,Puma concolor,Chihuahua,31.0831,-108.351522
142,Felidae,Puma,Puma concolor,Chihuahua,31.083154,-108.3484
305,Felidae,Puma,Puma concolor,Chihuahua,31.101908,-108.359748
499,Felidae,Puma,Puma concolor,Chihuahua,31.101911,-108.359801
48,Felidae,Puma,Puma concolor,Chihuahua,31.101912,-108.35975
49,Felidae,Puma,Puma concolor,Chihuahua,31.101912,-108.35975
378,Felidae,Puma,Puma concolor,Chihuahua,31.101915,-108.359836
12,Felidae,Puma,Puma concolor,Chihuahua,31.101931,-108.359733
16,Felidae,Puma,Puma concolor,Chihuahua,31.101931,-108.359733
10,Felidae,Puma,Puma concolor,Chihuahua,31.101937,-108.359729
307,Felidae,Puma,Puma concolor,Chihuahua,31.101939,-108.359746
308,Felidae,Puma,Puma concolor,Chihuahua,31.101939,-108.359746
309,Felidae,Puma,Puma concolor,Chihuahua,31.101939,-108.359746
310,Felidae,Puma,Puma concolor,Chihuahua,31.101939,-108.359746
311,Felidae,Puma,Puma concolor,Chihuahua,31.101939,-108.359746
136,Felidae,Puma,Puma concolor,Chihuahua,31.101944,-108.359756
140,Felidae,Puma,Puma concolor,Chihuahua,31.101944,-108.359756
270,Felidae,Puma,Puma concolor,Chihuahua,31.101946,-108.359743
267,Felidae,Puma,Puma concolor,Chihuahua,31.101958,-108.359764
269,Felidae,Puma,Puma concolor,Chihuahua,31.101958,-108.359764
268,Felidae,Puma,Puma concolor,Chihuahua,31.101979,-108.359736
357,Felidae,Puma,Puma concolor,Chihuahua,31.102147,-108.358043
360,Felidae,Puma,Puma concolor,Chihuahua,31.102147,-108.358043
362,Felidae,Puma,Puma concolor,Chihuahua,31.102147,-108.358041
363,Felidae,Puma,Puma concolor,Chihuahua,31.102148,-108.358044
359,Felidae,Puma,Puma concolor,Chihuahua,31.102149,-108.358043
361,Felidae,Puma,Puma concolor,Chihuahua,31.102149,-108.358043
358,Felidae,Puma,Puma concolor,Chihuahua,31.102149,-108.358042
92,Felidae,Puma,Puma concolor,Sonora,31.131095,-109.238559
383,Felidae,Puma,Puma concolor,Chihuahua,31.132078,-108.366001
380,Felidae,Puma,Puma concolor,Chihuahua,31.132089,-108.366237
379,Felidae,Puma,Puma concolor,Chihuahua,31.132091,-108.366236
498,Felidae,Puma,Puma concolor,Chihuahua,31.132112,-108.365965
116,Felidae,Puma,Puma concolor,Chihuahua,31.132632,-108.366439
117,Felidae,Puma,Puma concolor,Chihuahua,31.132632,-108.366439
106,Felidae,Puma,Puma concolor,Chihuahua,31.132636,-108.36643
107,Felidae,Puma,Puma concolor,Chihuahua,31.132636,-108.36643
109,Felidae,Puma,Puma concolor,Chihuahua,31.132636,-108.36643
90,Felidae,Puma,Puma concolor,Chihuahua,31.132666,-108.366746
91,Felidae,Puma,Puma concolor,Chihuahua,31.132666,-108.366746
148,Felidae,Puma,Puma concolor,Chihuahua,31.138056,-108.374722
149,Felidae,Puma,Puma concolor,Chihuahua,31.138056,-108.374722
150,Felidae,Puma,Puma concolor,Chihuahua,31.138056,-108.374722
266,Felidae,Puma,Puma concolor,Chihuahua,31.138056,-108.374722
129,Felidae,Puma,Puma concolor,Chihuahua,31.138773,-108.376389
130,Felidae,Puma,Puma concolor,Chihuahua,31.138773,-108.376389
131,Felidae,Puma,Puma concolor,Chihuahua,31.138773,-108.376389
132,Felidae,Puma,Puma concolor,Chihuahua,31.138773,-108.376389
94,Felidae,Puma,Puma concolor,Chihuahua,31.138815,-108.376122
108,Felidae,Puma,Puma concolor,Chihuahua,31.138918,-108.376368
456,Felidae,Puma,Puma concolor,Chihuahua,31.144722,-108.759167
458,Felidae,Puma,Puma concolor,Sonora,31.163333,-108.881111
178,Felidae,Puma,Puma concolor,Chihuahua,31.208639,-106.416222
348,Felidae,Puma,Puma concolor,Chihuahua,31.273407,-106.416815
183,Felidae,Puma,Puma concolor,Chihuahua,31.274278,-106.452167
349,Felidae,Puma,Puma concolor,Chihuahua,31.276725,-106.21491
37,Felidae,Puma,Puma concolor,Chihuahua,31.284027,-106.42189
350,Felidae,Puma,Puma concolor,Chihuahua,31.284791,-106.446064
181,Felidae,Puma,Puma concolor,Chihuahua,31.293556,-106.511222
175,Felidae,Puma,Puma concolor,Chihuahua,31.308611,-106.505833
369,Felidae,Puma,Puma concolor,Sonora,31.312488,-109.407175
397,Felidae,Puma,Puma concolor,Sonora,31.312614,-109.000429
179,Felidae,Puma,Puma concolor,Chihuahua,31.312972,-106.524278
341,Felidae,Puma,Puma concolor,Sonora,31.313542,-110.444246
342,Felidae,Puma,Puma concolor,Sonora,31.315244,-110.446054
365,Felidae,Puma,Puma concolor,Sonora,31.316688,-109.264655
329,Felidae,Puma,Puma concolor,Sonora,31.322035,-108.959537
522,Felidae,Puma,Puma concolor,Sonora,31.32229,-110.359155
368,Felidae,Puma,Puma concolor,Sonora,31.323951,-109.257616
487,Felidae,Puma,Puma concolor,Sonora,31.328795,-109.267612
486,Felidae,Puma,Puma concolor,Sonora,31.332503,-109.253594
327,Felidae,Puma,Puma concolor,Chihuahua,31.332646,-106.44549
177,Felidae,Puma,Puma concolor,Chihuahua,31.348472,-106.549861
176,Felidae,Puma,Puma concolor,Chihuahua,31.359278,-106.366805
180,Felidae,Puma,Puma concolor,Chihuahua,31.362525,-106.369611
513,Felidae,Puma,Puma concolor,Sonora,31.366529,-108.981968
182,Felidae,Puma,Puma concolor,Chihuahua,31.366722,-106.376305
174,Felidae,Puma,Puma concolor,Chihuahua,31.367056,-106.376805
3,Felidae,Puma,Puma concolor,Chihuahua,31.593405,-107.12356
356,Felidae,Puma,Puma concolor,Sonora,31.796683,-113.775647
98,Felidae,Puma,Puma concolor,Baja California,32.48428,-116.045151
114,Felidae,Puma,Puma concolor,Baja California,32.570541,-116.067809
742,Felidae,Puma,Puma concolor,Baja California,32.574013,-116.080856
